classe,desc_classe,desc_divisao,desc_grupo,desc_secao,desc_subclasse,divisao,grupo,secao,subclasse,cnpj
82300,"82300 - ATIVIDADES DE ORGANIZACAO DE EVENTOS, EXCETO CULTURAIS E ESPORTIVOS","82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS","823 - ATIVIDADES DE ORGANIZACAO DE EVENTOS, EXCETO CULTURAIS E ESPORTIVOS",N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,"8230001 - SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS",82,823,N,8230001,18527878000145
90019,"90019 - ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES","90 - ATIVIDADES ARTISTICAS, CRIATIVAS E DE ESPETACULOS","900 - ATIVIDADES ARTISTICAS, CRIATIVAS E DE ESPETACULOS","R - ARTES, CULTURA, ESPORTE E RECREACAO",9001902 - PRODUCAO MUSICAL,90,900,R,9001902,18527878000145
45200,45200 - MANUTENCAO E REPARACAO DE VEICULOS AUTOMOTORES,45 - COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,452 - MANUTENCAO E REPARACAO DE VEICULOS AUTOMOTORES,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4520006 - SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES,45,452,G,4520006,25043271000155
47571,"47571 - COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4757100 - COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO",47,475,G,4757100,19534958000190
81117,"81117 - SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS",81 - SERVICOS PARA EDIFICIOS E ATIVIDADES PAISAGISTICAS,811 - SERVICOS COMBINADOS PARA APOIO A EDIFICIOS,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,"8111700 - SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS",81,811,N,8111700,18689359000183
81214,81214 - LIMPEZA EM PREDIOS E EM DOMICILIOS,81 - SERVICOS PARA EDIFICIOS E ATIVIDADES PAISAGISTICAS,812 - ATIVIDADES DE LIMPEZA,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8121400 - LIMPEZA EM PREDIOS E EM DOMICILIOS,81,812,N,8121400,18689359000183
81290,81290 - ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE,81 - SERVICOS PARA EDIFICIOS E ATIVIDADES PAISAGISTICAS,812 - ATIVIDADES DE LIMPEZA,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8129000 - ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE,81,812,N,8129000,18689359000183
82202,82202 - ATIVIDADES DE TELEATENDIMENTO,"82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS",822 - ATIVIDADES DE TELEATENDIMENTO,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8220200 - ATIVIDADES DE TELEATENDIMENTO,82,822,N,8220200,18689359000183
82199,"82199 - FOTOCOPIAS, PREPARACAO DE DOCUMENTOS E OUTROS SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO","82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS",821 - SERVICOS DE ESCRITORIO E APOIO ADMINISTRATIVO,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8219999 - PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE,82,821,N,8219999,18689359000183
81303,81303 - ATIVIDADES PAISAGISTICAS,81 - SERVICOS PARA EDIFICIOS E ATIVIDADES PAISAGISTICAS,813 - ATIVIDADES PAISAGISTICAS,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8130300 - ATIVIDADES PAISAGISTICAS,81,813,N,8130300,18689359000183
52231,52231 - ESTACIONAMENTO DE VEICULOS,52 - ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,522 - ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES,"H - TRANSPORTE, ARMAZENAGEM E CORREIO",5223100 - ESTACIONAMENTO DE VEICULOS,52,522,H,5223100,18689359000183
52125,52125 - CARGA E DESCARGA,52 - ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,"521 - ARMAZENAMENTO, CARGA E DESCARGA","H - TRANSPORTE, ARMAZENAGEM E CORREIO",5212500 - CARGA E DESCARGA,52,521,H,5212500,18689359000183
47890,47890 - COMERCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4789005 - COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS,47,478,G,4789005,44076762000147
63119,"63119 - TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET",63 - ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO,"631 - TRATAMENTO DE DADOS, HOSPEDAGEM NA INTERNET E OUTRAS ATIVIDADES RELACIONADAS",J - INFORMACAO E COMUNICACAO,"6311900 - TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET",63,631,J,6311900,43757816000177
63194,"63194 - PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET",63 - ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO,"631 - TRATAMENTO DE DADOS, HOSPEDAGEM NA INTERNET E OUTRAS ATIVIDADES RELACIONADAS",J - INFORMACAO E COMUNICACAO,"6319400 - PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET",63,631,J,6319400,43757816000177
73190,73190 - ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE,73 - PUBLICIDADE E PESQUISA DE MERCADO,731 - PUBLICIDADE,"M - ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS",7319003 - MARKETING DIRETO,73,731,M,7319003,43757816000177
73190,73190 - ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE,73 - PUBLICIDADE E PESQUISA DE MERCADO,731 - PUBLICIDADE,"M - ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS",7319004 - CONSULTORIA EM PUBLICIDADE,73,731,M,7319004,43757816000177
82113,82113 - SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,"82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS",821 - SERVICOS DE ESCRITORIO E APOIO ADMINISTRATIVO,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8211300 - SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,82,821,N,8211300,43757816000177
82202,82202 - ATIVIDADES DE TELEATENDIMENTO,"82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS",822 - ATIVIDADES DE TELEATENDIMENTO,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8220200 - ATIVIDADES DE TELEATENDIMENTO,82,822,N,8220200,43757816000177
62015,62015 - DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,62 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,620 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,J - INFORMACAO E COMUNICACAO,6201501 - DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,62,620,J,6201501,34345592000103
62023,62023 - DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS,62 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,620 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,J - INFORMACAO E COMUNICACAO,6202300 - DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS,62,620,J,6202300,34345592000103
62091,"62091 - SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO",62 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,620 - ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO,J - INFORMACAO E COMUNICACAO,"6209100 - SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO",62,620,J,6209100,34345592000103
63194,"63194 - PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET",63 - ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO,"631 - TRATAMENTO DE DADOS, HOSPEDAGEM NA INTERNET E OUTRAS ATIVIDADES RELACIONADAS",J - INFORMACAO E COMUNICACAO,"6319400 - PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET",63,631,J,6319400,34345592000103
82113,82113 - SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,"82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS",821 - SERVICOS DE ESCRITORIO E APOIO ADMINISTRATIVO,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8211300 - SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,82,821,N,8211300,34345592000103
82997,82997 - ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,"82 - SERVICOS DE ESCRITORIO, DE APOIO ADMINISTRATIVO E OUTROS SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS",829 - OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,8299799 - OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE,82,829,N,8299799,34345592000103
95118,95118 - REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,95 - REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO E DE OBJETOS PESSOAIS E DOMESTICOS,951 - REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO,S - OUTRAS ATIVIDADES DE SERVICOS,9511800 - REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS,95,951,S,9511800,34345592000103
43118,43118 - DEMOLICAO E PREPARACAO DE CANTEIROS DE OBRAS,43 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,431 - DEMOLICAO E PREPARACAO DO TERRENO,F - CONSTRUCAO,4311801 - DEMOLICAO DE EDIFICIOS E OUTRAS ESTRUTURAS,43,431,F,4311801,32026186000144
43118,43118 - DEMOLICAO E PREPARACAO DE CANTEIROS DE OBRAS,43 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,431 - DEMOLICAO E PREPARACAO DO TERRENO,F - CONSTRUCAO,4311802 - PREPARACAO DE CANTEIRO E LIMPEZA DE TERRENO,43,431,F,4311802,32026186000144
43193,43193 - SERVICOS DE PREPARACAO DO TERRENO NAO ESPECIFICADOS ANTERIORMENTE,43 - SERVICOS ESPECIALIZADOS PARA CONSTRUCAO,431 - DEMOLICAO E PREPARACAO DO TERRENO,F - CONSTRUCAO,4319300 - SERVICOS DE PREPARACAO DO TERRENO NAO ESPECIFICADOS ANTERIORMENTE,43,431,F,4319300,32026186000144
77322,77322 - ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR,77 - ALUGUEIS NAO IMOBILIARIOS E GESTAO DE ATIVOS INTANGIVEIS NAO FINANCEIROS,773 - ALUGUEL DE MAQUINAS E EQUIPAMENTOS SEM OPERADOR,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,"7732201 - ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES",77,773,N,7732201,32026186000144
46397,46397 - COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL,"46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","463 - COMERCIO ATACADISTA ESPECIALIZADO EM PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4639701 - COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL,46,463,G,4639701,36243006000137
46419,"46419 - COMERCIO ATACADISTA DE TECIDOS, ARTEFATOS DE TECIDOS E DE ARMARINHO","46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS",464 - COMERCIO ATACADISTA DE PRODUTOS DE CONSUMO NAO ALIMENTAR,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4641902 - COMERCIO ATACADISTA DE ARTIGOS DE CAMA, MESA E BANHO",46,464,G,4641902,36243006000137
46451,"46451 - COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO, CIRURGICO, ORTOPEDICO E ODONTOLOGICO","46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS",464 - COMERCIO ATACADISTA DE PRODUTOS DE CONSUMO NAO ALIMENTAR,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4645101 - COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO, CIRURGICO, HOSPITALAR E DE LABORATORIOS",46,464,G,4645101,36243006000137
46478,"46478 - COMERCIO ATACADISTA DE ARTIGOS DE ESCRITORIO E DE PAPELARIA; LIVROS, JORNAIS E OUTRAS PUBLICACOES","46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS",464 - COMERCIO ATACADISTA DE PRODUTOS DE CONSUMO NAO ALIMENTAR,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4647801 - COMERCIO ATACADISTA DE ARTIGOS DE ESCRITORIO E DE PAPELARIA,46,464,G,4647801,36243006000137
46796,46796 - COMERCIO ATACADISTA ESPECIALIZADO DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE E DE MATERIAIS DE CONSTRUCAO EM GERAL,"46 - COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS","467 - COMERCIO ATACADISTA DE MADEIRA, FERRAGENS, FERRAMENTAS, MATERIAL ELETRICO E MATERIAL DE CONSTRUCAO",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4679699 - COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,46,467,G,4679699,36243006000137
47440,"47440 - COMERCIO VAREJISTA DE FERRAGENS, MADEIRA E MATERIAIS DE CONSTRUCAO",47 - COMERCIO VAREJISTA,474 - COMERCIO VAREJISTA DE MATERIAL DE CONSTRUCAO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4744005 - COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE,47,474,G,4744005,36243006000137
47539,47539 - COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4753900 - COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,47,475,G,4753900,36243006000137
47555,"47555 - COMERCIO VAREJISTA ESPECIALIZADO DE TECIDOS E ARTIGOS DE CAMA, MESA E BANHO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4755503 - COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47,475,G,4755503,36243006000137
47598,47598 - COMERCIO VAREJISTA DE ARTIGOS DE USO DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4759899 - COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,47,475,G,4759899,36243006000137
47610,"47610 - COMERCIO VAREJISTA DE LIVROS, JORNAIS, REVISTAS E PAPELARIA",47 - COMERCIO VAREJISTA,"476 - COMERCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4761003 - COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,47,476,G,4761003,36243006000137
47733,47733 - COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS,47 - COMERCIO VAREJISTA,"477 - COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, PERFUMARIA E COSMETICOS E ARTIGOS MEDICOS, OPTICOS E ORTOPEDICOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4773300 - COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS,47,477,G,4773300,36243006000137
47890,47890 - COMERCIO VAREJISTA DE OUTROS PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4789005 - COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS,47,478,G,4789005,36243006000137
25390,"25390 - SERVICOS DE USINAGEM, SOLDA, TRATAMENTO E REVESTIMENTO EM METAIS","25 - FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS","253 - FORJARIA, ESTAMPARIA, METALURGIA DO PO E SERVICOS DE TRATAMENTO DE METAIS",C - INDUSTRIAS DE TRANSFORMACAO,"2539001 - SERVICOS DE USINAGEM, TORNEIRIA E SOLDA",25,253,C,2539001,34861530000146
25420,"25420 - FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS","25 - FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS","254 - FABRICACAO DE ARTIGOS DE CUTELARIA, DE SERRALHERIA E FERRAMENTAS",C - INDUSTRIAS DE TRANSFORMACAO,"2542000 - FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS",25,254,C,2542000,34861530000146
85139,85139 - ENSINO FUNDAMENTAL,85 - EDUCACAO,851 - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,P - EDUCACAO,8513900 - ENSINO FUNDAMENTAL,85,851,P,8513900,27988925000149
85121,85121 - EDUCACAO INFANTIL - PRE-ESCOLA,85 - EDUCACAO,851 - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,P - EDUCACAO,8512100 - EDUCACAO INFANTIL - PRE-ESCOLA,85,851,P,8512100,27988925000149
94936,94936 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS,949 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,S - OUTRAS ATIVIDADES DE SERVICOS,9493600 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94,949,S,9493600,72258304000164
94995,94995 - ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS,949 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,S - OUTRAS ATIVIDADES DE SERVICOS,9499500 - ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94,949,S,9499500,72258304000164
79121,79121 - OPERADORES TURISTICOS,"79 - AGENCIAS DE VIAGENS, OPERADORES TURISTICOS E SERVICOS DE RESERVAS",791 - AGENCIAS DE VIAGENS E OPERADORES TURISTICOS,N - ATIVIDADES ADMINISTRATIVAS E SERVICOS COMPLEMENTARES,7912100 - OPERADORES TURISTICOS,79,791,N,7912100,27451011000144
94936,94936 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS,949 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,S - OUTRAS ATIVIDADES DE SERVICOS,9493600 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94,949,S,9493600,80920606000184
94995,94995 - ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS,949 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,S - OUTRAS ATIVIDADES DE SERVICOS,9499500 - ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94,949,S,9499500,80920606000184
85121,85121 - EDUCACAO INFANTIL - PRE-ESCOLA,85 - EDUCACAO,851 - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,P - EDUCACAO,8512100 - EDUCACAO INFANTIL - PRE-ESCOLA,85,851,P,8512100,10977252000129
94936,94936 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS,949 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,S - OUTRAS ATIVIDADES DE SERVICOS,9493600 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE,94,949,S,9493600,78966546000199
94995,94995 - ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS,949 - ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,S - OUTRAS ATIVIDADES DE SERVICOS,9499500 - ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE,94,949,S,9499500,78966546000199
86500,"86500 - ATIVIDADES DE PROFISSIONAIS DA AREA DE SAUDE, EXCETO MEDICOS E ODONTOLOGOS",86 - ATIVIDADES DE ATENCAO A SAUDE HUMANA,"865 - ATIVIDADES DE PROFISSIONAIS DA AREA DE SAUDE, EXCETO MEDICOS E ODONTOLOGOS",Q - SAUDE HUMANA E SERVICOS SOCIAIS,8650006 - ATIVIDADES DE FONOAUDIOLOGIA,86,865,Q,8650006,07609677000170
47822,47822 - COMERCIO VAREJISTA DE CALCADOS E ARTIGOS DE VIAGEM,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4782201 - COMERCIO VAREJISTA DE CALCADOS,47,478,G,4782201,14699794000138
47555,"47555 - COMERCIO VAREJISTA ESPECIALIZADO DE TECIDOS E ARTIGOS DE CAMA, MESA E BANHO",47 - COMERCIO VAREJISTA,475 - COMERCIO VAREJISTA DE EQUIPAMENTOS DE INFORMATICA E COMUNICACAO; EQUIPAMENTOS E ARTIGOS DE USO DOMESTICO,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,"4755503 - COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",47,475,G,4755503,14699794000138
47636,47636 - COMERCIO VAREJISTA DE ARTIGOS RECREATIVOS E ESPORTIVOS,47 - COMERCIO VAREJISTA,"476 - COMERCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4763602 - COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS,47,476,G,4763602,14699794000138
47822,47822 - COMERCIO VAREJISTA DE CALCADOS E ARTIGOS DE VIAGEM,47 - COMERCIO VAREJISTA,478 - COMERCIO VAREJISTA DE PRODUTOS NOVOS NAO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,G - COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,4782202 - COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM,47,478,G,4782202,14699794000138
